Name,RowId,Description
"Eastern Sea Pickle",20165,"Named for its shape and not its flavor, this repugnant sluglike mass is found throughout the Glass Ocean and Ruby Sea.

[Suitable for printing on small canvases.]"
"Brindlebass",20166,"This enormous saltwater bass can be highly territorial, devouring anything and everything that passes through its chosen demesne.

[Suitable for printing on large canvases.]"
"Demon Stonefish",20167,"A saltwater wavekin commonly avoided by fishers due to the extreme amount of toxins found in its flesh.

[Suitable for printing on medium canvases.]"
"Armored Crayfish",20168,"A deep-red relative of the Doman crayfish.

[Suitable for printing on small canvases.]"
"Bighead Carp",20169,"A dark-scaled carp found in the One River, easily identified by its queer downward-pointing eyes.

[Suitable for printing on large canvases.]"
"Zeni Clam",20170,"Named after an ancient Far Eastern currency, this bivalve mollusk is most commonly found in the lakes and rivers of Yanxia.

[Suitable for printing on small canvases.]"
"Corpse-eater",20171,"A large carnivorous wavekin that dwells in the warm currents of the southern seas.

[Suitable for display in aquariums tier 3 and higher.]
[Suitable for printing on large canvases.]"
"Ronin Trevally",20172,"This large variety of trevally is given the name ronin for its tendency to journey the warm southern seas in solitude.

[Suitable for printing on large canvases.]"
"Toothsome Grouper",20173,"The most delicious of saltwater groupers...if the merchants selling it for thrice the price of a regular grouper are to be believed.

[Suitable for printing on large canvases.]"
"Horned Turban",20174,"The shell of this warm-water sea mollusk is twisted like the turbans worn by the dhalmel drivers of Thavnair.

[Suitable for printing on small canvases.]"
"Ruby Sea Star",20175,"These spiny five-limbed invertebrates survive by feeding on the flesh of dead fish fallen to the sea floor.

[Suitable for printing on small canvases.]"
"Gauntlet Crab",20176,"These giant crabs hide themselves amongst the plants that grow on a river's bed, the moss growing on their claws used as camouflage.

[Suitable for printing on small canvases.]"
"Hermit Goby",20177,"A decent-sized fish found in the One River.

[Suitable for printing on medium canvases.]"
"Skythorn",20178,"An ancient breed of freshwater fish found with little frequency in the One River.

[Suitable for printing on large canvases.]"
"Swordtip",20179,"One of the most widespread squid species on Hydaelyn.

[Suitable for printing on medium canvases.]"
"False Scad",20180,"A common saltwater fish doing its best scad impression.

[Suitable for display in aquariums tier 2 and higher.]
[Suitable for printing on medium canvases.]"
"Snow Crab",20181,"Snow crabs live in deep waters, scurrying hither and thither across the ocean floor in search of carrion.

[Suitable for printing on medium canvases.]"
"Red-eyed Lates",20182,"A saltwater fish found in both the Glass Ocean and the Ruby Sea.

[Suitable for printing on large canvases.]"
"Common Bitterling",20183,"This freshwater fish is found on both the Othardian east coast and in Shishu─the Hingan island upon which sits Kugane.

[Suitable for display in aquariums tier 2 and higher.]
[Suitable for printing on medium canvases.]"
"Fifty-summer Cod",20184,"This long-living freshwater cod is commonly found in the One River.

[Suitable for display in aquariums tier 3 and higher.]
[Suitable for printing on large canvases.]"
"Nagxian Mullet",20185,"A thin, eel-like fish native to Nagxia, but found throughout the One River.

[Suitable for display in aquariums tier 2 and higher.]
[Suitable for printing on medium canvases.]"
"Redcoat",20186,"A large, reddish orange fish with distinctively enormous eyes to help it see in the murky depths of the Ruby Sea.

[Suitable for display in aquariums tier 2 and higher.]
[Suitable for printing on medium canvases.]"
"Yanxian Tiger Prawn",20187,"This Far Eastern crustacean has not only the stripes, but also the ferocity of a Yanxian tiger.

[Suitable for printing on small canvases.]"
"Tengu Fan",20188,"The tengu fan, named for its round, flat shape, will emit electric shocks from its body when threatened. Though the shocks cannot kill, they do stun, affording the fish ample opportunity to flee.

[Suitable for printing on medium canvases.]"
"Star Turban",20189,"When viewed from the side, this sea mollusk's shell looks like a turban; however, when viewed from above, its radiating spines give it the appearance of a twinkling star.

[Suitable for printing on small canvases.]"
"Blue-fish",20190,"A delicious freshwater fish with the most jejune moniker of all the One River's aquatic denizens.

[Suitable for printing on large canvases.]"
"Steppe Bullfrog",20191,"Steppe bullfrogs can be found across both Yanxia and Nagxia and are easily identifiable by their deep, bellowing mating croaks.

[Suitable for printing on small canvases.]"
"Cavalry Catfish",20192,"This large, aggressive freshwater fish will “charge” most anything moving, regardless of its size.

[Suitable for display in aquariums tier 3 and higher.]
[Suitable for printing on large canvases.]"
"Redfin",20193,"Second only to the blue-fish in mediocrity of monikers, the freshwater redfin of the One River─unsurprisingly─has bright-red fins.

[Suitable for display in aquariums tier 2 and higher.]
[Suitable for printing on medium canvases.]"
"Moondisc",20194,"A cousin of the sundisc, the moondisc also features celestial patterns upon its body, though its are decidedly brighter to serve as camouflage in the white-bedded waters of Loch Seld.

[Suitable for printing on small canvases.]"
"Bleached Bonytongue",20195,"Similar to most wavekin that have taken up residence in Loch Seld, the bleached bonytongue is almost entirely white.

[Suitable for printing on large canvases.]"
"Salt Shark",20196,"The salt shark has an elongated body that it can bend like an eel, allowing it to navigate Loch Seld's obstacle-strewn lakebed in search for prey.

[Suitable for printing on medium canvases.]"
"King's Mantle",20197,"Very few species of octopus have been discovered in Loch Seld, but those that have─such as the king's mantle─are magnificently monstrous.

[Suitable for printing on large canvases.]"
"Sea Lamp",20198,"This variety of sea anemone emits a soft green glow when its tentacles are disturbed.

[Suitable for printing on small canvases.]"
"Amberjack",20199,"This large saltwater predator can be found in the waters off both the eastern and western coasts of Hingashi.

[Suitable for printing on large canvases.]"
"Cherry Salmon",20200,"Though dubbed a salmon, this particular variety does not journey downstream to the sea, spending its entire life in the river where it was born.

[Suitable for printing on large canvases.]"
"Yu-no-hana Crab",20201,"Hingan folklore has that all hot springs were once dug from the ground by these hardy crustaceans.

[Suitable for printing on medium canvases.]"
"Dotharli Gudgeon",20202,"This freshwater fish commonly found in the upper One River is also known as the Mol gudgeon, the Kahkol gudgeon, the Dataqi gudgeon, the Horo gudgeon, and after whichever other Xaela tribe that insists their ancestors first caught the species.

[Suitable for printing on medium canvases.]"
"River Clam",20203,"A small bivalve mollusk found living in the sands of the One River.

[Suitable for printing on small canvases.]"
"Grass Shark",20204,"Grass sharks are massive, their size rivaling that of even the Glass Ocean's greatest predators─an amazing feat considering grass sharks live their entire lives in the confines of the One River.

[Suitable for display in aquariums tier 3 and higher.]
[Suitable for printing on large canvases.]"
"Typhoon Shrimp",20205,"The typhoon shrimp is one of only a few shrimp species that can survive the toxically salty waters of Loch Seld.

[Suitable for printing on medium canvases.]"
"Rock Oyster",20206,"This bivalve mollusk grows in abundance on boulders and statues submerged in Loch Seld.

[Suitable for printing on small canvases.]"
"Salt Urchin",20207,"The white coloring of the salt urchin's spines make them difficult to see on Loch Seld's colorless lakebed. Those who choose to wade through the shallows should always take care to protect their feet.

[Suitable for printing on small canvases.]"
"Carpenter Crab",20208,"A carpenter crab's claws are powerful enough to cut through solid wood. Whether or not a carpenter crab has ever constructed something from that wood remains unconfirmed.

[Suitable for printing on medium canvases.]"
"Spiny Lobster",20209,"This massive crustacean found in both the Ruby Sea and the Glass Ocean is considered a delicacy in the Far East, and is a luxury oft too extravagant for any but the richest of nobles to partake in.

[Suitable for printing on medium canvases.]"
"Mitsukuri Shark",20210,"There is no doubt that the mitsukuri shark's most defining feature is its katana-like mouth and the tales it has spawned of poor fishers being impaled.

[Suitable for printing on large canvases.]"
"Doman Bubble Eye",20211,"A variety of bubble eye goldfish selectively bred by Doman royalty for innumerable generations.

[Suitable for display in aquariums tier 1 and higher.]
[Suitable for printing on small canvases.]"
"Dragon Squeaker",20212,"There are many theories as to why this remarkable breed of One River squeaker swims tail first, yet most have been dismissed as feeble attempts to explain what simply cannot be explained, such as why the sky is blue or why tides come in and the tides go out.

[Suitable for printing on small canvases.]"
